text,category,word_count,char_count,clean_text
i have been trying to top up my account with a check but it won't work,top_up_by_cash_or_cheque,16,70,i have been trying to top up my account with a check but it wo n't work
How do I add cash to my account?,top_up_by_cash_or_cheque,8,32,how do i add cash to my account
Are cheques accepted for a top up?,top_up_by_cash_or_cheque,7,34,are cheque accepted for a top up
can i use check to top up,top_up_by_cash_or_cheque,7,25,can i use check to top up
How do you top-up using cash?,top_up_by_cash_or_cheque,6,29,how do you top up using cash
Can I top up my balance with a cheque?,top_up_by_cash_or_cheque,9,38,can i top up my balance with a cheque
I tried to deposit a cheque into my account and it is not letting me.,top_up_by_cash_or_cheque,15,69,i tried to deposit a cheque into my account and it is not letting me
Can I top up online?,top_up_by_cash_or_cheque,5,20,can i top up online
What's the best way to use a cheque to top up?,top_up_by_cash_or_cheque,11,46,what 's the best way to use a cheque to top up
How would I top up with a cheque?,top_up_by_cash_or_cheque,8,33,how would i top up with a cheque
What is your check-cashing policy?,top_up_by_cash_or_cheque,5,34,what is your check cashing policy
Can I use cash to top up,top_up_by_cash_or_cheque,7,24,can i use cash to top up
I can't find out how to top-up my account using cash.,top_up_by_cash_or_cheque,11,53,i ca n't find out how to top up my account using cash
How long before a check I send clears?,top_up_by_cash_or_cheque,8,38,how long before a check i send clear
How can I top up my account with a cheque?,top_up_by_cash_or_cheque,10,42,how can i top up my account with a cheque
Can I top up my account with a check?,top_up_by_cash_or_cheque,9,37,can i top up my account with a check
Do you accept cheques for top ups?,top_up_by_cash_or_cheque,7,34,do you accept cheque for top ups
How much does it cost for a physical card?,order_physical_card,9,42,how much doe it cost for a physical card
Where can the cards be delivered?,order_physical_card,6,33,where can the card be delivered
What do i do to get a physical card?,order_physical_card,9,36,what do i do to get a physical card
Can I request a card?,order_physical_card,5,21,can i request a card
Do I have to pay for a physical card?,order_physical_card,9,37,do i have to pay for a physical card
"I need an actual card that I can hold in my hand, how do I do that?",order_physical_card,17,67,i need an actual card that i can hold in my hand how do i do that
what steps do i do to get a real card,order_physical_card,10,37,what step do i do to get a real card
Can you tell me exactly what fees I will expect to see in regards to your cards?,order_physical_card,17,80,can you tell me exactly what fee i will expect to see in regard to your card
What do I do to get ahold of my own card?,order_physical_card,11,41,what do i do to get ahold of my own card
Are cards delivered to my location?,order_physical_card,6,35,are card delivered to my location
Is it possible to get a physical card?,order_physical_card,8,38,is it possible to get a physical card
I would like to request a card.,order_physical_card,7,31,i would like to request a card
I need to order a new card.,order_physical_card,7,27,i need to order a new card
Can you send me the actual card?,order_physical_card,7,32,can you send me the actual card
"I would like to get a physical card, but I don't know how. Can you help me?",order_physical_card,17,75,i would like to get a physical card but i do n't know how can you help me
how do i get a new card,order_physical_card,7,23,how do i get a new card
Where do you need to live to receive card,order_physical_card,9,41,where do you need to live to receive card
How do I get a real card?,order_physical_card,7,25,how do i get a real card
How do I go about getting an actual card?,order_physical_card,9,41,how do i go about getting an actual card
Please tell me how I can receive a physical card,order_physical_card,10,48,please tell me how i can receive a physical card
I would like a physical card,order_physical_card,6,28,i would like a physical card
Where are your cards delivered to?,order_physical_card,6,34,where are your card delivered to
Can I order a card please?,order_physical_card,6,26,can i order a card please
tell me how I can order my card.,order_physical_card,8,32,tell me how i can order my card
Does it cost anyting to get my own card?,order_physical_card,9,40,doe it cost anyting to get my own card
Is a physical card also available,order_physical_card,6,33,is a physical card also available
Do physical cards cost money?,order_physical_card,5,29,do physical card cost money
Are physical card available?,order_physical_card,4,28,are physical card available
I want to request a physical card,order_physical_card,7,33,i want to request a physical card
Is there a charge for a physical card?,order_physical_card,8,38,is there a charge for a physical card
Do you ship your cards anywhere?,order_physical_card,6,32,do you ship your card anywhere
I want a real card,order_physical_card,5,18,i want a real card
Where do you deliver cards to?,order_physical_card,6,30,where do you deliver card to
Where are the cards delivered to,order_physical_card,6,32,where are the card delivered to
What do I owe for a new card?,order_physical_card,8,29,what do i owe for a new card
Is it possible to order a card?,order_physical_card,7,31,is it possible to order a card
What areas are cards delivered to?,order_physical_card,6,34,what area are card delivered to
Where can I order a card?,order_physical_card,6,25,where can i order a card
Is there a fee to get an actual card?,order_physical_card,9,37,is there a fee to get an actual card
do i need to add money before i order a card,order_physical_card,11,44,do i need to add money before i order a card
What does the bank charge for lost or stolen card replacements?,order_physical_card,11,63,what doe the bank charge for lost or stolen card replacement
Is there a fee for physical cards?,order_physical_card,7,34,is there a fee for physical card
How can receive a physical card,order_physical_card,6,31,how can receive a physical card
Can I have a tangible form of my virtual card.,order_physical_card,10,46,can i have a tangible form of my virtual card
Where will I get my card?,order_physical_card,6,25,where will i get my card
Help me order my card.,order_physical_card,5,22,help me order my card
Where do I go to order my card?,order_physical_card,8,31,where do i go to order my card
"Can I get a physical card for free, or is there a charge?",order_physical_card,13,57,can i get a physical card for free or is there a charge
How do I get my card?,order_physical_card,6,21,how do i get my card
Is a physical charge extra,order_physical_card,5,26,is a physical charge extra
Where do your cards get delivered to?,order_physical_card,7,37,where do your card get delivered to
